author_id,Score Average
9.482807013125528e+17,8.277382809982436
164806958.0,8.222212925028797
1.4374809024315845e+18,8.03046393464115
2970023216.0,7.96316319358169
1.3913681712238019e+18,7.905809541243413
1.4418094159301427e+18,7.900235419114075
1.356938241597874e+18,7.898594453532451
1.4483203460006584e+18,7.890992252944787
1732768530.0,7.806464654046128
1.1345243996908872e+18,7.770137604006099
27534212.0,7.766536820411905
281530689.0,7.736762951229463
1.4508961257419162e+18,7.706055710834646
1.0013935315653919e+18,7.629737553553757
1.4624562641522606e+18,7.57686104424651
1277488260.0,7.559806988823145
1.3552151745887642e+18,7.559691741243062
1.4151911097777316e+18,7.544586350107642
1.1435245691116175e+18,7.487454808390722
1.432650434036965e+18,7.454544160003162
1.182200985713807e+18,7.442433697452363
1.3905847715715523e+18,7.426278533595177
8.094540985379758e+17,7.409131276206382
3311726949.0,7.407770317688461
1.3546516775177257e+18,7.4046950965118645
1.290340555176784e+18,7.349090849121433
1.4402863233323786e+18,7.327940854878125
1.4624111400388116e+18,7.204398998669371
1.197637831407161e+18,7.198878839486298
1.459588029941756e+18,7.188693893654171
1.206695107552002e+18,7.180672406474745
1.4433394841210307e+18,7.160049984186347
1015739534.0,7.13009668663156
1.363748652787798e+18,7.112444251499452
1.394993446591533e+18,7.049499137599026
1.4529058938179543e+18,7.0399000812529735
1.227003728126976e+18,7.036131876213327
1.2870220138953974e+18,7.0315270390652325
1.1183052371089654e+18,7.024669250896587
1.418871404045521e+18,6.99377322227966
1.4297551573701796e+18,6.968318515623457
1.45336155383151e+18,6.9377735375291145
1.4527142348574925e+18,6.897715413185673
1.438494802568532e+18,6.880723324504358
1.4605526931231048e+18,6.844423700338655
1.0233492129673052e+18,6.841064457096299
1.4596125601735516e+18,6.829621304344372
2181208790.0,6.787207947354072
9.659733559491092e+17,6.7739026286973365
1.4559639689299436e+18,6.760456979995748
1.386528187895718e+18,6.731731435053308
1.4330842455393116e+18,6.711093301077519
1.3989029504084746e+18,6.71031173907321
1.388411487627006e+18,6.663863494737646
1.4559081734501212e+18,6.622235862450858
1.3599333574135316e+18,6.609422198918749
3050840861.0,6.603977086108779
1.408859221848838e+18,6.568461983369713
1.4551480159419146e+18,6.565162756295333
1.1976378314071613e+18,6.5487871461036145
1.3555832332541542e+18,6.513329402019017
1.446345901451055e+18,6.499506480638137
3179241993.0,6.45876128045306
1.3426158454287155e+18,6.456859716986912
3695141955.0,6.453780439066973
1.387832562081583e+18,6.44640861146906
1.454356104431952e+18,6.437717785158433
9.738968394759411e+17,6.4318828779357045
9.896417623303411e+17,6.4318828779357045
1.454143404435288e+18,6.399450798192005
1.4599194292701798e+18,6.377599079292536
1.4458422322679767e+18,6.372764389625123
1.4482121959306732e+18,6.369751047005521
1.4047146280520417e+18,6.351295910262855
1.444969373245051e+18,6.342718739319904
1.4022594173122478e+18,6.316491630271353
1.435004310937608e+18,6.309432645477627
1.087660836452102e+18,6.284538916900985
9.879758381875731e+17,6.284538916900985
1.2861985579013857e+18,6.2765469802223794
1.3673033855027732e+18,6.259340025430345
1.2912919795448955e+18,6.205932513300997
9.366174494488045e+17,6.189000823444683
1.369624743452631e+18,6.177338965295333
1.4388061561268716e+18,6.170768283091736
1.294306550899708e+18,6.152660569107268
1.4544047846399468e+18,6.145072750963761
1.4243473656458936e+18,6.130761255891668
1.3933151862039306e+18,6.1135552877236385
1.4135616373746235e+18,6.022145561633677
1.1799526828633334e+18,5.987242950081285
2404288945.0,5.960569617719609
9.412695532203251e+17,5.946118768953664
1.4507502058261463e+18,5.924190587148188
1.456616566011818e+18,5.901099149307129
1.4360578380492431e+18,5.86269113804816
200479298.0,5.848798766480745
1.3938826144618373e+18,5.823770160402428
1573683253.0,5.81251689835857
1.4599392656227738e+18,5.763568646466085
1.3923877527428547e+18,5.758272341043884
2904460018.0,5.746899202245706
1.359502523497857e+18,5.740066822034994
1.3837158787352904e+18,5.688973003707987
1.0876608364521021e+18,5.684391080456782
1.4549803901128704e+18,5.642372189454098
1.3382416367033587e+18,5.638647580858382
1.406667953177772e+18,5.637866670744398
15424975.0,5.631209629251541
1270511695.0,5.620646278229674
1.414749476326191e+18,5.609002827874745
1.4297061158525215e+18,5.6079340661185855
635299949.0,5.597265705866716
1.45450592906872e+18,5.560830255865276
